range_km,range_miles,battery_kwh,battery_wh,charge_time_min,charge_time_hours,production_year,num_recalls,is_premium
314.76,,80.47,,10.36,,2020,1,0
399.81,,72.7,,28.53,,2022,1,1
286.61,,73.86,,132.25,,2021,1,0
413.85,,73.49,,8.3,,2020,0,1
262.58,,71.83,,8.0,,2022,0,0
443.37,,61.29,,14.8,,2021,2,1
362.31,,67.98,,8.0,,2023,0,1
386.96,,57.64,,46.31,,2024,4,1
338.84,,79.25,,13.7,,2018,2,0
275.58,,70.68,,8.0,,2022,1,0
447.91,,79.75,,93.88,,2022,2,0
453.46,,59.26,,8.0,,2021,1,1
360.67,,86.22,,13.29,,2024,2,1
416.41,,84.98,,11.54,,2024,0,0
358.5,,56.26,,8.0,,2023,1,0
395.87,,66.94,,8.0,,2022,0,1
421.75,,68.03,,70.84,,2018,0,0
410.53,,57.62,,8.0,,2022,0,1
453.75,,69.4,,8.0,,2023,2,0
408.54,,77.58,,42.22,,2020,3,1
381.54,,67.31,,8.0,,2023,1,0
338.12,,54.87,,19.51,,2023,0,0
353.68,,79.72,,8.0,,2021,1,0
424.55,,64.08,,18.9,,2024,2,1
297.4,,65.14,,16.08,,2023,1,0
440.82,,88.81,,39.84,,2021,1,0
364.54,,75.97,,29.04,,2020,3,0
334.98,,63.91,,47.66,,2020,0,1
319.57,,60.11,,115.36,,2024,1,0
417.09,,81.66,,66.59,,2024,3,0
379.19,,80.97,,113.88,,2023,5,0
467.38,,66.93,,8.0,,2022,1,0
310.53,,59.41,,194.87,,2024,4,0
348.2,,75.86,,16.33,,2023,0,0
374.93,,77.94,,13.61,,2022,1,0
338.65,,68.27,,21.7,,2023,2,0
380.34,,60.97,,64.23,,2019,1,0
397.57,,72.25,,129.58,,2024,0,0
406.65,,76.62,,33.93,,2019,0,1
462.84,,67.13,,8.0,,2024,3,1
308.31,,74.62,,10.12,,2020,0,0
398.58,,75.61,,21.83,,2021,0,0
344.42,,83.45,,19.12,,2023,2,1
403.65,,67.79,,11.43,,2019,0,0
403.72,,60.61,,79.74,,2024,0,1
325.72,,71.33,,13.8,,2023,1,1
330.44,,88.88,,37.73,,2021,1,0
408.14,,54.37,,27.41,,2024,2,0
381.29,,48.87,,107.94,,2018,1,0
367.92,,70.92,,41.64,,2018,0,0
416.19,,68.21,,16.95,,2021,1,1
420.24,,69.92,,42.76,,2019,0,0
350.87,,69.54,,16.13,,2024,1,0
333.14,,82.06,,8.0,,2021,0,1
310.59,,71.58,,27.89,,2023,4,0
381.84,,80.2,,82.64,,2024,0,0
301.73,,47.22,,100.75,,2020,0,0
385.47,,66.71,,32.96,,2024,1,0
446.93,,63.85,,50.5,,2023,0,0
360.56,,49.15,,39.62,,2019,2,0
350.51,,73.03,,69.93,,2022,1,1
489.88,,71.0,,8.0,,2024,2,1
463.03,,67.33,,21.55,,2024,4,0
337.95,,70.74,,12.26,,2023,0,0
387.65,,73.03,,8.0,,2024,5,0
398.08,,82.13,,74.4,,2022,1,1
391.2,,78.43,,8.0,,2022,0,1
479.81,,75.29,,16.41,,2020,0,0
384.8,,95.07,,84.69,,2022,0,1
393.05,,64.92,,53.66,,2024,2,0
417.88,,58.4,,35.22,,2019,0,0
445.45,,83.74,,15.6,,2020,1,0
431.53,,90.67,,30.42,,2024,2,0
409.59,,65.65,,8.0,,2023,1,1
294.27,,85.78,,54.57,,2021,2,0
353.15,,66.67,,11.38,,2024,1,1
425.07,,77.85,,27.4,,2020,1,0
393.77,,78.4,,8.0,,2023,0,0
425.44,,65.69,,52.1,,2020,0,0
483.79,,90.47,,94.99,,2022,1,0
315.27,,91.62,,25.56,,2023,0,0
442.59,,61.79,,8.0,,2023,2,0
361.83,,74.01,,121.87,,2024,0,1
431.44,,81.15,,24.88,,2023,1,1
377.73,,53.17,,8.0,,2021,3,1
496.99,,72.26,,8.77,,2024,0,0
387.15,,55.47,,8.0,,2019,1,1
344.77,,78.67,,9.24,,2023,1,1
403.09,,72.86,,8.0,,2022,0,0
397.82,,68.26,,107.62,,2022,2,0
442.6,,56.33,,9.85,,2023,2,0
404.64,,66.01,,24.5,,2019,0,0
516.13,,77.19,,54.97,,2024,0,1
373.87,,71.59,,47.46,,2021,1,1
374.52,,83.93,,131.64,,2024,1,0
346.79,,83.28,,142.06,,2021,3,1
384.71,,82.85,,35.51,,2023,1,1
392.71,,66.62,,58.61,,2024,3,1
395.47,,74.95,,20.49,,2023,0,1
383.7,,62.35,,23.55,,2020,0,0
346.46,,59.4,,8.0,,2023,2,1
331.51,,83.82,,47.0,,2023,0,1
359.37,,60.13,,13.25,,2024,1,1
442.78,,59.06,,8.0,,2021,1,0
454.62,,73.05,,8.0,,2024,1,0
375.77,,69.29,,53.82,,2023,1,0
328.21,,70.16,,10.92,,2021,2,0
375.54,,95.06,,61.72,,2022,2,0
495.04,,62.06,,99.27,,2023,0,1
434.94,,76.95,,17.51,,2018,4,0
410.29,,72.87,,66.33,,2021,1,0
432.95,,82.09,,23.52,,2024,3,0
464.73,,64.14,,62.13,,2019,1,0
316.59,,69.76,,15.39,,2022,1,1
358.44,,73.14,,112.59,,2022,2,0
350.92,,57.66,,183.07,,2021,2,1
412.29,,53.94,,20.5,,2022,2,0
388.81,,71.79,,9.32,,2024,0,0
421.6,,85.38,,48.56,,2019,1,1
352.12,,68.48,,36.8,,2020,1,1
455.46,,69.85,,200.08,,2024,0,0
376.19,,83.51,,70.1,,2020,2,1
418.2,,70.51,,75.7,,2020,1,0
445.75,,79.77,,54.45,,2022,1,1
441.33,,98.66,,18.14,,2024,2,0
399.85,,66.23,,115.35,,2022,1,1
425.06,,70.23,,26.32,,2022,2,1
475.79,,75.96,,21.42,,2024,0,1
408.25,,86.92,,9.07,,2023,1,1
339.87,,70.85,,15.22,,2024,1,0
412.07,,79.29,,8.0,,2023,3,1
377.95,,75.48,,45.3,,2022,1,1
250.86,,71.28,,39.06,,2021,1,0
405.41,,67.8,,21.67,,2024,1,1
386.42,,65.91,,143.41,,2024,0,0
443.6,,102.66,,49.61,,2024,2,0
338.74,,56.59,,11.68,,2020,1,0
297.19,,57.54,,19.99,,2022,2,0
389.28,,74.45,,30.46,,2018,1,1
400.91,,74.03,,33.11,,2022,1,0
385.16,,76.26,,13.54,,2019,0,1
381.14,,63.25,,12.05,,2020,0,1
321.22,,61.74,,14.95,,2021,3,0
372.36,,69.15,,138.87,,2024,1,0
360.84,,81.08,,18.71,,2019,2,0
439.0,,61.82,,19.68,,2024,0,0
400.86,,73.51,,53.5,,2022,0,0
364.71,,66.88,,8.0,,2019,2,1
474.81,,56.76,,43.28,,2024,1,1
365.21,,59.19,,46.07,,2018,2,0
410.68,,81.1,,8.0,,2020,3,0
370.82,,65.96,,8.85,,2020,0,0
469.71,,84.44,,26.39,,2024,1,0
384.78,,71.63,,75.78,,2021,3,1
386.4,,58.32,,55.36,,2024,1,0
372.31,,76.77,,86.82,,2018,0,1
390.81,,63.99,,79.96,,2024,2,0
445.97,,68.23,,30.09,,2024,1,1
426.52,,83.33,,40.89,,2022,1,1
381.54,,59.1,,106.5,,2020,1,0
473.57,,67.5,,56.75,,2020,1,1
428.01,,61.16,,18.6,,2020,3,0
355.9,,60.1,,18.12,,2023,1,1
304.08,,67.27,,19.18,,2021,0,1
357.17,,63.42,,28.71,,2018,1,1
402.73,,69.26,,18.91,,2021,3,0
412.85,,78.39,,8.72,,2022,0,1
454.75,,64.49,,37.95,,2019,1,0
319.8,,57.32,,85.43,,2022,0,0
355.85,,78.41,,28.49,,2023,0,0
315.23,,64.42,,10.39,,2022,1,0
306.37,,90.28,,70.43,,2021,0,1
345.47,,67.91,,59.2,,2021,0,0
400.16,,70.64,,50.6,,2022,1,1
422.43,,48.96,,47.17,,2024,0,1
327.84,,60.38,,64.03,,2018,1,0
335.49,,49.21,,74.49,,2021,1,0
282.11,,74.94,,95.96,,2024,1,1
391.79,,71.18,,39.54,,2024,3,1
339.73,,78.3,,21.01,,2020,2,0
471.47,,80.07,,8.0,,2021,1,0
402.54,,81.61,,53.83,,2018,0,1
370.57,,69.75,,8.0,,2023,3,0
344.74,,72.85,,85.21,,2019,1,0
297.79,,77.79,,21.87,,2021,1,0
304.77,,64.05,,87.72,,2024,1,0
345.78,,62.62,,30.69,,2020,3,0
341.56,,87.4,,25.38,,2021,3,1
325.05,,53.94,,18.98,,2024,0,1
400.74,,77.0,,8.0,,2023,3,1
408.28,,75.41,,8.0,,2023,4,0
354.78,,60.77,,29.85,,2024,2,0
486.43,,65.32,,97.18,,2024,0,0
283.93,,68.43,,37.05,,2021,1,1
383.2,,74.17,,83.3,,2021,2,0
367.98,,75.52,,240.0,,2019,0,0
349.71,,71.69,,8.26,,2021,1,0
341.63,,73.88,,45.26,,2023,1,0
379.62,,78.59,,22.66,,2021,1,0
367.6,,78.13,,9.84,,2024,1,0
358.45,,87.34,,11.58,,2022,2,0
308.57,,82.43,,11.78,,2021,1,1
291.0,,72.18,,54.94,,2022,0,1
364.13,,78.41,,18.42,,2023,1,1
357.88,,76.24,,12.41,,2021,2,1
369.16,,73.64,,91.19,,2023,2,1
374.03,,63.31,,8.0,,2022,1,1
351.26,,73.62,,55.88,,2024,0,1
368.32,,51.35,,135.78,,2020,4,1
333.06,,82.72,,41.27,,2021,4,1
463.82,,75.5,,33.37,,2022,0,1
336.01,,70.41,,8.0,,2023,2,0
359.6,,67.79,,29.36,,2020,2,0
340.19,,78.55,,18.84,,2024,0,1
339.27,,90.38,,63.23,,2018,2,0
381.36,,75.75,,70.15,,2018,0,0
374.38,,91.02,,8.0,,2022,0,1
354.73,,79.84,,31.02,,2024,3,1
364.41,,63.95,,82.56,,2020,2,0
340.41,,76.88,,41.14,,2022,0,0
402.09,,75.9,,27.54,,2022,0,0
493.04,,63.94,,95.9,,2023,1,0
331.88,,67.92,,142.63,,2020,3,0
401.67,,67.72,,11.27,,2022,1,1
382.47,,73.0,,8.48,,2024,1,0
416.77,,69.2,,84.05,,2019,1,1
418.32,,74.69,,11.69,,2024,1,1
391.3,,76.31,,79.08,,2020,5,1
377.81,,84.68,,15.05,,2019,1,1
356.11,,77.49,,8.0,,2021,0,0
337.93,,64.98,,23.02,,2022,3,0
374.67,,93.11,,8.0,,2021,1,1
309.35,,65.05,,9.79,,2020,3,0
347.34,,68.12,,27.41,,2022,0,0
440.88,,77.97,,8.0,,2018,2,0
385.42,,100.95,,8.0,,2018,1,0
429.1,,76.02,,8.0,,2024,0,1
460.83,,65.58,,26.09,,2022,1,0
370.26,,55.61,,153.31,,2021,2,1
391.4,,54.94,,8.0,,2022,0,1
363.4,,72.11,,40.86,,2022,2,0
335.31,,77.45,,28.87,,2020,5,1
327.59,,57.8,,8.0,,2023,1,1
426.37,,74.22,,8.0,,2021,0,0
391.47,,58.86,,10.53,,2022,0,0
481.56,,62.76,,48.48,,2020,0,0
433.46,,78.32,,137.78,,2018,0,0
339.78,,64.52,,34.11,,2020,1,1
426.22,,85.1,,8.0,,2021,2,1
363.22,,66.16,,12.53,,2020,1,0
446.93,,83.09,,119.82,,2023,1,0
353.25,,94.65,,8.0,,2020,1,0
322.12,,64.54,,38.72,,2024,1,0
336.23,,96.66,,8.28,,2023,1,1
339.04,,72.13,,8.0,,2021,0,0
333.79,,65.67,,12.33,,2022,0,0
348.51,,69.04,,116.11,,2023,0,0
427.12,,67.97,,60.25,,2022,1,1
478.78,,86.02,,8.0,,2019,2,0
306.84,,85.18,,8.0,,2021,4,0
449.49,,85.06,,28.54,,2022,3,1
353.73,,59.01,,8.0,,2024,1,1
399.13,,73.89,,21.74,,2019,1,1
289.02,,56.5,,67.65,,2020,0,0
408.82,,82.11,,29.17,,2024,1,0
269.71,,67.16,,95.4,,2021,0,0
397.27,,77.03,,65.8,,2021,4,0
394.15,,66.98,,34.03,,2023,0,0
390.51,,54.44,,65.63,,2021,0,1
339.58,,80.85,,8.0,,2020,1,1
410.22,,81.62,,9.44,,2024,2,1
401.51,,73.39,,50.63,,2022,2,1
368.45,,50.89,,8.0,,2021,1,1
416.95,,79.5,,8.0,,2023,0,1
374.74,,64.62,,20.1,,2019,1,1
409.08,,77.17,,84.76,,2024,1,0
373.08,,67.09,,166.13,,2024,2,0
391.92,,68.12,,44.07,,2021,0,1
411.61,,76.98,,126.05,,2020,0,1
358.11,,63.79,,79.03,,2024,0,0
312.14,,70.33,,9.45,,2024,2,0
395.18,,77.1,,21.73,,2018,0,0
445.42,,93.66,,41.06,,2024,1,1
396.45,,71.26,,8.0,,2021,0,0
397.5,,80.39,,15.77,,2024,1,0
377.68,,60.28,,59.31,,2022,0,1
420.65,,88.95,,17.75,,2022,1,0
369.77,,63.92,,109.32,,2022,0,1
355.04,,70.68,,21.93,,2024,5,1
440.79,,77.11,,10.42,,2023,1,1
350.82,,64.2,,9.91,,2021,1,1
428.92,,82.81,,48.81,,2023,0,0
440.83,,65.38,,19.28,,2019,2,1
411.17,,80.31,,11.37,,2021,2,1
311.29,,82.68,,49.72,,2020,0,1
381.49,,77.78,,22.98,,2023,0,0
368.89,,79.08,,78.57,,2022,0,0
352.72,,97.31,,33.44,,2023,1,0
387.85,,76.17,,150.44,,2021,1,0
422.31,,73.1,,19.7,,2024,1,1
354.78,,75.36,,13.92,,2021,1,1
370.57,,84.71,,43.44,,2019,2,0
366.74,,95.29,,51.75,,2021,1,0
444.01,,70.34,,8.0,,2023,2,0
365.86,,62.88,,46.49,,2023,1,0
312.11,,83.63,,8.39,,2020,1,1
293.46,,58.37,,134.02,,2023,1,0
399.95,,74.58,,36.04,,2021,2,0
338.16,,75.05,,8.0,,2020,1,0
416.78,,70.93,,8.0,,2020,1,0
306.78,,71.51,,88.91,,2024,0,0
350.36,,55.48,,79.85,,2020,1,1
306.82,,63.32,,23.91,,2020,1,0
403.9,,81.37,,8.0,,2024,1,0
415.69,,51.59,,20.76,,2021,1,0
398.62,,71.14,,60.03,,2024,1,0
320.27,,68.87,,45.49,,2021,2,1
338.98,,52.08,,84.16,,2023,2,1
392.89,,88.92,,58.43,,2020,1,1
287.17,,61.7,,16.83,,2020,3,0
366.74,,77.49,,17.52,,2024,2,0
463.43,,67.31,,43.82,,2024,2,0
370.1,,63.55,,15.6,,2024,0,0
298.13,,69.64,,84.94,,2024,2,0
346.59,,68.44,,16.68,,2022,0,1
345.31,,70.13,,28.19,,2019,1,0
497.72,,64.13,,8.0,,2021,1,0
471.61,,61.86,,8.0,,2021,1,1
420.2,,82.04,,8.0,,2021,0,0
361.13,,72.07,,17.72,,2024,3,1
446.03,,71.4,,8.0,,2020,1,0
317.66,,63.09,,25.66,,2022,2,1
439.21,,87.74,,13.17,,2024,1,0
431.04,,71.13,,13.36,,2019,1,0
371.68,,53.04,,24.77,,2023,1,0
442.66,,74.76,,80.77,,2023,1,1
355.4,,64.36,,60.24,,2021,1,0
310.42,,81.11,,90.38,,2024,1,0
433.79,,82.38,,194.16,,2021,0,1
375.31,,81.23,,8.0,,2020,3,0
413.1,,67.39,,49.53,,2023,1,1
480.15,,70.87,,8.0,,2021,0,1
340.28,,74.49,,116.0,,2021,0,0
372.11,,80.93,,10.81,,2024,2,0
466.33,,61.62,,18.09,,2021,1,0
416.78,,72.93,,162.36,,2022,0,1
341.51,,90.68,,84.79,,2023,3,1
327.47,,66.65,,8.0,,2022,0,0
350.96,,71.74,,8.0,,2021,2,0
339.39,,98.13,,71.75,,2022,1,0
393.05,,69.59,,8.0,,2021,1,0
384.31,,56.61,,80.17,,2018,3,1
395.36,,71.43,,108.58,,2021,0,1
333.76,,88.73,,8.0,,2022,4,1
376.1,,82.57,,10.44,,2018,2,0
266.94,,62.2,,8.0,,2023,0,0
387.98,,76.15,,8.0,,2018,0,0
444.65,,70.24,,32.08,,2022,0,1
301.64,,80.12,,55.02,,2019,0,0
406.59,,65.85,,27.42,,2024,1,0
346.39,,76.95,,20.48,,2024,0,0
424.14,,91.1,,9.73,,2023,3,0
388.73,,45.88,,11.34,,2019,3,1
402.26,,77.93,,36.68,,2024,2,0
383.57,,85.19,,81.32,,2023,3,0
453.06,,56.44,,21.78,,2024,0,0
399.11,,64.79,,117.9,,2022,3,0
341.2,,68.06,,8.0,,2022,1,0
385.43,,64.69,,74.23,,2022,2,1
359.71,,63.94,,17.37,,2022,0,1
388.93,,68.25,,85.29,,2020,0,0
356.91,,80.52,,105.78,,2024,0,0
342.78,,86.88,,50.62,,2020,4,0
390.96,,85.03,,18.42,,2023,0,1
383.07,,81.94,,25.64,,2024,2,0
438.52,,90.32,,33.7,,2022,2,1
357.18,,92.31,,26.04,,2021,0,1
271.05,,73.66,,65.78,,2018,1,0
359.99,,86.31,,62.01,,2023,0,0
290.55,,76.24,,8.0,,2022,1,0
402.86,,69.84,,8.0,,2023,2,0
287.94,,71.5,,18.98,,2024,3,1
325.64,,82.13,,46.87,,2022,1,0
360.07,,86.66,,10.96,,2023,1,0
464.92,,77.8,,16.37,,2020,2,1
320.99,,68.04,,26.04,,2020,1,1
380.68,,67.11,,37.4,,2022,1,0
411.9,,53.47,,97.47,,2022,0,0
461.62,,75.61,,68.58,,2024,1,1
422.78,,74.93,,18.69,,2022,1,0
440.16,,61.55,,61.36,,2024,2,0
427.54,,76.73,,75.08,,2023,1,0
313.5,,76.56,,31.03,,2024,1,1
399.78,,57.16,,14.74,,2024,2,0
426.68,,68.78,,120.37,,2022,0,1
327.39,,86.09,,137.63,,2018,1,0
348.11,,65.67,,10.68,,2022,2,1
335.82,,72.18,,64.57,,2020,2,0
422.49,,73.6,,8.0,,2023,1,0
376.19,,71.74,,8.0,,2020,0,0
362.35,,78.89,,18.19,,2022,2,1
309.51,,81.35,,26.08,,2018,1,1
376.29,,84.65,,33.2,,2019,2,1
348.78,,68.87,,19.96,,2021,2,1
393.38,,77.24,,8.0,,2023,2,0
317.14,,80.4,,17.76,,2023,2,0
389.78,,70.82,,72.45,,2022,2,0
355.86,,64.81,,17.18,,2020,2,0
311.29,,73.44,,37.68,,2021,1,1
307.0,,65.94,,47.97,,2022,0,1
315.26,,64.96,,55.37,,2024,3,1
368.65,,74.2,,28.12,,2023,1,1
386.65,,70.12,,8.0,,2019,0,0
394.84,,73.76,,96.92,,2024,1,1
396.92,,56.49,,12.66,,2023,1,1
338.28,,70.24,,17.39,,2024,2,1
438.21,,49.4,,62.42,,2023,0,1
355.68,,61.55,,60.56,,2021,0,0
404.76,,71.11,,95.22,,2024,1,0
370.97,,84.13,,8.0,,2022,1,1
400.66,,77.37,,87.17,,2023,1,1
368.21,,72.9,,65.99,,2022,5,1
401.65,,68.23,,31.27,,2024,2,0
379.59,,69.49,,8.0,,2023,1,1
424.76,,85.06,,33.07,,2024,2,0
334.97,,60.94,,9.06,,2021,0,0
282.66,,64.74,,140.75,,2024,2,1
326.47,,82.67,,51.82,,2023,1,0
438.79,,68.56,,38.09,,2021,1,0
371.5,,91.39,,70.5,,2024,1,0
385.06,,78.91,,31.93,,2022,0,0
322.05,,83.55,,8.0,,2021,3,0
383.61,,55.74,,12.59,,2021,1,1
323.75,,82.59,,168.01,,2019,0,0
331.83,,63.51,,79.91,,2019,2,1
357.86,,79.16,,110.18,,2023,2,0
404.48,,68.36,,8.0,,2021,0,0
410.35,,74.23,,11.97,,2022,1,0
411.85,,60.94,,8.0,,2024,1,0
292.66,,54.79,,72.53,,2023,2,0
379.63,,73.51,,8.02,,2024,0,1
369.18,,69.06,,22.16,,2022,1,0
295.73,,63.06,,13.19,,2019,0,0
380.88,,55.18,,111.9,,2021,0,0
366.23,,45.25,,39.37,,2020,3,0
408.13,,77.24,,67.49,,2023,0,0
384.47,,69.45,,38.71,,2022,0,1
349.79,,65.96,,39.82,,2019,1,1
430.92,,74.13,,20.28,,2018,1,0
257.83,,82.14,,11.47,,2019,1,0
376.47,,74.7,,17.99,,2023,1,1
283.02,,67.57,,14.67,,2020,1,0
329.83,,93.32,,49.36,,2023,2,1
408.86,,65.64,,23.06,,2022,1,0
309.92,,57.9,,33.55,,2022,0,0
301.7,,73.0,,61.9,,2020,3,0
511.01,,69.44,,13.02,,2024,1,0
305.24,,81.47,,23.14,,2022,1,0
470.78,,66.74,,30.78,,2022,1,0
370.53,,70.35,,8.0,,2023,1,0
351.13,,63.34,,8.0,,2018,3,1
411.17,,80.08,,8.0,,2022,0,0
453.51,,73.44,,58.61,,2023,0,0
316.97,,69.25,,14.97,,2023,1,0
351.94,,70.5,,23.07,,2020,1,1
426.58,,71.79,,46.86,,2021,1,0
395.84,,57.63,,142.6,,2021,2,1
440.61,,83.63,,69.98,,2024,1,1
408.33,,83.04,,8.0,,2023,3,1
479.45,,72.41,,15.33,,2022,2,0
389.82,,71.34,,8.0,,2020,0,0
392.2,,62.03,,8.0,,2020,1,0
397.69,,89.27,,8.0,,2024,1,1
372.16,,86.85,,16.26,,2022,2,1
426.64,,75.94,,11.06,,2023,0,0
393.04,,80.2,,18.23,,2020,2,0
423.35,,84.3,,72.49,,2023,0,1
431.95,,82.27,,67.11,,2020,3,0
403.57,,63.44,,18.14,,2023,1,1
407.59,,68.89,,45.29,,2024,1,0
324.43,,76.68,,19.58,,2021,1,1
349.73,,74.03,,20.48,,2024,1,0
426.39,,79.53,,47.3,,2022,0,1
458.3,,78.44,,20.37,,2024,1,0
273.28,,74.47,,33.47,,2022,1,0
348.77,,45.96,,8.0,,2020,1,0
381.3,,83.73,,32.51,,2023,3,0
331.64,,80.39,,56.9,,2021,4,1
334.76,,92.69,,92.09,,2019,2,0
406.12,,67.23,,8.0,,2023,2,1
466.98,,53.57,,22.21,,2022,0,0
268.25,,70.2,,27.97,,2024,2,1
370.62,,76.57,,98.78,,2019,1,0
405.48,,67.58,,12.5,,2022,0,0
422.91,,85.72,,8.0,,2020,0,0
397.55,,65.4,,8.0,,2022,0,1
476.88,,70.99,,8.0,,2024,1,1
381.59,,69.54,,85.54,,2024,1,1
452.16,,99.74,,40.62,,2021,1,1
344.45,,62.94,,22.93,,2023,3,0
383.19,,77.84,,84.65,,2020,1,1
313.3,,59.99,,14.86,,2023,1,0
429.55,,75.43,,110.42,,2024,1,1
373.38,,62.46,,59.74,,2022,0,0
399.68,,83.0,,8.0,,2024,3,0
362.76,,81.08,,26.09,,2024,1,1
412.25,,74.72,,77.62,,2023,0,0
401.86,,58.09,,21.19,,2022,2,1
325.29,,71.47,,182.86,,2021,0,0
328.48,,68.96,,78.73,,2023,1,1
378.47,,80.3,,58.74,,2024,3,1
416.28,,62.98,,8.0,,2018,0,1
482.46,,83.55,,8.0,,2021,1,1
396.66,,81.67,,43.05,,2018,1,0
435.41,,58.26,,45.49,,2023,0,0
291.29,,69.8,,8.0,,2020,3,1
490.71,,71.49,,80.8,,2019,0,0
413.31,,82.06,,86.91,,2023,1,0
377.27,,65.13,,22.63,,2022,1,0
370.94,,74.08,,39.3,,2020,1,0
319.1,,82.99,,30.02,,2024,1,0
334.83,,74.51,,8.0,,2022,0,1
485.07,,53.43,,8.0,,2021,4,0
325.6,,67.05,,63.55,,2023,1,0
324.55,,81.04,,28.14,,2018,3,0
341.38,,79.79,,39.64,,2021,1,0
314.1,,49.51,,39.86,,2019,0,0
380.84,,74.01,,20.05,,2023,2,0
439.89,,81.46,,8.0,,2021,1,0
346.42,,77.39,,64.93,,2024,2,0
304.47,,78.54,,26.54,,2022,0,0
396.05,,92.62,,8.0,,2024,0,1
376.93,,71.57,,8.0,,2020,1,0
435.15,,75.05,,8.0,,2023,2,1
355.0,,62.61,,8.0,,2024,2,1
365.69,,65.65,,8.0,,2021,2,0
371.78,,68.68,,11.06,,2020,0,0
384.9,,80.5,,11.92,,2022,0,0
358.41,,64.52,,42.0,,2022,2,0
349.49,,84.35,,11.61,,2022,0,0
278.23,,61.07,,47.07,,2022,0,0
348.9,,78.4,,72.81,,2021,1,0
419.34,,77.52,,20.4,,2022,1,0
426.76,,74.57,,53.22,,2020,0,0
354.09,,81.85,,8.0,,2022,2,0
451.47,,64.57,,16.69,,2022,1,0
378.42,,67.34,,48.2,,2024,0,1
306.42,,62.37,,112.77,,2019,1,1
289.12,,72.09,,40.15,,2023,1,1
447.0,,70.8,,19.0,,2021,2,1
359.48,,80.56,,15.81,,2023,1,0
313.23,,75.87,,20.87,,2024,0,0
255.74,,78.89,,44.44,,2024,0,0
358.24,,70.03,,16.63,,2019,0,1
402.26,,76.06,,26.66,,2024,0,0
341.63,,90.13,,59.76,,2021,0,1
322.07,,58.54,,11.4,,2019,1,0
349.78,,53.61,,52.94,,2020,1,1
448.38,,78.37,,60.19,,2018,0,1
303.39,,63.51,,83.69,,2020,0,0
344.71,,58.18,,8.0,,2022,0,0
446.59,,77.34,,8.0,,2024,3,0
407.18,,61.96,,130.09,,2024,2,1
389.85,,87.39,,8.0,,2022,1,0
344.34,,73.56,,28.11,,2021,2,1
381.68,,69.97,,8.0,,2018,4,1
350.42,,63.78,,70.17,,2019,2,0
332.73,,74.15,,8.0,,2023,1,1
320.6,,56.09,,8.0,,2022,0,0
423.13,,47.32,,29.51,,2019,3,1
376.68,,56.46,,11.43,,2024,5,0
397.3,,83.37,,45.5,,2022,1,1
388.34,,62.76,,48.49,,2024,0,1
404.25,,57.65,,37.04,,2023,1,0
365.99,,71.11,,75.58,,2021,0,0
353.51,,94.25,,50.2,,2023,1,0
335.16,,82.92,,8.72,,2024,3,1
302.23,,64.0,,8.0,,2023,0,0
318.29,,63.82,,57.85,,2021,1,1
359.9,,64.04,,56.58,,2022,1,0
291.83,,62.9,,79.77,,2022,1,1
303.97,,77.44,,9.5,,2021,1,1
437.32,,68.64,,10.61,,2021,0,0
392.33,,60.87,,36.1,,2022,1,1
355.15,,58.64,,8.0,,2021,0,0
504.94,,95.01,,14.76,,2020,1,0
289.35,,79.39,,70.29,,2023,0,1
433.66,,63.44,,17.08,,2021,1,0
373.87,,84.12,,8.0,,2021,2,1
423.18,,60.48,,44.19,,2024,0,1
385.99,,70.63,,8.36,,2023,0,0
277.03,,69.53,,9.15,,2024,1,1
385.25,,73.82,,8.0,,2023,0,0
398.46,,62.58,,36.24,,2021,2,0
259.44,,73.28,,34.66,,2020,2,0
486.92,,54.52,,8.0,,2024,0,0
397.12,,68.23,,8.0,,2022,0,1
416.96,,85.35,,28.35,,2023,3,0
315.9,,82.25,,63.84,,2023,1,1
417.98,,65.04,,129.09,,2020,1,0
439.92,,56.74,,8.0,,2024,1,0
393.95,,50.17,,51.73,,2020,3,0
379.48,,78.17,,8.93,,2023,0,0
330.85,,74.78,,8.0,,2020,0,0
368.11,,75.86,,17.12,,2024,0,1
351.84,,88.91,,35.83,,2021,1,1
411.46,,73.53,,38.63,,2022,1,0
333.26,,74.28,,8.0,,2021,2,0
411.06,,58.03,,110.39,,2024,1,1
333.86,,88.24,,8.0,,2022,0,0
365.57,,70.36,,10.28,,2023,1,1
413.88,,63.83,,23.79,,2020,1,0
341.29,,74.08,,122.32,,2024,0,0
415.78,,92.0,,198.94,,2021,1,0
410.41,,93.35,,8.0,,2019,3,1
365.1,,62.3,,10.68,,2020,1,0
443.9,,83.75,,29.23,,2020,1,0
384.28,,75.36,,49.79,,2019,1,0
440.63,,81.88,,44.91,,2022,1,0
478.64,,74.77,,12.17,,2021,2,0
366.73,,78.15,,9.24,,2022,1,0
415.47,,85.21,,8.0,,2019,0,0
344.93,,54.51,,77.73,,2022,4,0
323.2,,75.6,,20.0,,2023,1,1
369.25,,60.3,,83.9,,2021,0,0
305.06,,67.36,,16.43,,2022,1,1
328.43,,72.01,,59.25,,2021,1,0
412.53,,61.92,,8.0,,2020,3,1
351.75,,66.19,,70.07,,2023,0,1
419.08,,57.99,,93.09,,2024,1,1
396.47,,66.07,,12.92,,2020,0,0
481.81,,77.12,,8.0,,2024,0,0
408.84,,80.65,,9.17,,2022,1,1
441.28,,64.31,,84.98,,2023,3,1
